frame_idx,start_ms,end_ms,f1,p1,f2,p2,f3,p3,f4,p4,f5,p5
205,546.67,632.0,46.9,100.0,35.2,91.8,187.5,80.17,93.8,66.15,175.8,60.3
206,549.33,634.67,46.9,100.0,35.2,90.73,187.5,78.02,93.8,64.97,175.8,58.49
207,552.0,637.33,46.9,100.0,35.2,88.16,187.5,74.69,93.8,63.26,175.8,55.3
208,554.67,640.0,46.9,100.0,35.2,84.66,187.5,70.53,93.8,61.23,175.8,50.9
209,557.33,642.67,46.9,100.0,35.2,81.0,187.5,65.85,93.8,59.03,175.8,45.8
210,560.0,645.33,46.9,100.0,35.2,77.56,187.5,60.9,93.8,56.83,175.8,40.56
211,562.67,648.0,46.9,100.0,35.2,74.49,187.5,55.98,93.8,54.52,58.6,35.72
212,565.33,650.67,46.9,100.0,35.2,71.94,93.8,51.89,187.5,51.1,58.6,38.85
213,568.0,653.33,46.9,100.0,35.2,70.34,93.8,49.31,187.5,46.66,58.6,40.91
214,570.67,656.0,46.9,100.0,35.2,69.81,93.8,47.04,187.5,42.83,58.6,42.32
215,573.33,658.67,46.9,100.0,35.2,69.91,93.8,45.24,58.6,43.18,187.5,39.53
216,576.0,661.33,46.9,100.0,35.2,70.33,93.8,43.96,58.6,43.58,187.5,36.82
217,578.67,664.0,46.9,100.0,35.2,71.22,58.6,43.7,93.8,42.97,187.5,34.65
218,581.33,666.67,46.9,100.0,35.2,72.76,58.6,43.8,93.8,42.17,187.5,33.09
219,584.0,669.33,46.9,100.0,35.2,74.64,58.6,43.73,93.8,41.37,187.5,32.13
220,586.67,672.0,46.9,100.0,35.2,76.35,58.6,43.12,93.8,40.26,187.5,31.57
221,589.33,674.67,46.9,100.0,35.2,77.94,58.6,42.01,93.8,39.02,187.5,31.42
222,592.0,677.33,46.9,100.0,35.2,79.61,58.6,40.53,93.8,37.92,187.5,31.64
223,594.67,680.0,46.9,100.0,35.2,81.22,58.6,38.57,93.8,37.0,187.5,32.12
224,597.33,682.67,46.9,100.0,35.2,82.64,93.8,36.24,58.6,36.18,187.5,32.85
225,600.0,685.33,46.9,100.0,35.2,83.71,93.8,35.53,187.5,33.76,58.6,33.45
226,602.67,688.0,46.9,100.0,35.2,84.53,93.8,34.92,187.5,34.91,58.6,30.72
227,605.33,690.67,46.9,100.0,35.2,85.41,187.5,36.32,93.8,34.6,152.3,30.17
228,608.0,693.33,46.9,100.0,35.2,86.25,187.5,37.92,93.8,34.62,152.3,33.13
229,610.67,696.0,46.9,100.0,35.2,86.95,187.5,39.69,152.3,35.87,93.8,35.04
230,613.33,698.67,46.9,100.0,35.2,87.53,187.5,41.59,152.3,38.16,93.8,36.06
231,616.0,701.33,46.9,100.0,35.2,88.22,187.5,43.69,152.3,39.99,93.8,37.66
232,618.67,704.0,46.9,100.0,35.2,89.39,187.5,46.06,152.3,41.45,93.8,39.81
233,621.33,706.67,46.9,100.0,35.2,90.82,187.5,48.58,152.3,42.49,93.8,42.36
234,624.0,709.33,46.9,100.0,35.2,92.39,187.5,51.34,93.8,45.33,175.8,45.2
235,626.67,712.0,46.9,100.0,35.2,94.64,187.5,54.48,175.8,53.4,93.8,49.34
236,629.33,714.67,46.9,100.0,35.2,98.27,175.8,62.81,187.5,58.18,93.8,55.13
237,632.0,717.33,35.2,100.0,46.9,96.56,175.8,70.97,93.8,61.09,187.5,60.58
238,634.67,720.0,35.2,100.0,46.9,90.5,175.8,77.67,93.8,67.44,187.5,61.82
239,637.33,722.67,35.2,100.0,175.8,83.99,46.9,83.66,93.8,74.96,187.5,62.86
240,640.0,725.33,35.2,100.0,175.8,89.52,93.8,83.29,46.9,75.86,187.5,63.51
241,642.67,728.0,35.2,100.0,175.8,94.34,93.8,92.23,46.9,67.75,187.5,63.57
242,645.33,730.67,93.8,100.0,35.2,98.15,175.8,97.04,187.5,62.1,46.9,59.6
243,648.0,733.33,93.8,100.0,175.8,91.47,35.2,88.56,82.0,61.4,187.5,55.52
244,650.67,736.0,93.8,100.0,175.8,85.75,35.2,79.42,82.0,63.78,187.5,48.85
245,653.33,738.67,93.8,100.0,175.8,80.17,35.2,70.97,82.0,65.74,164.1,46.94
246,656.0,741.33,93.8,100.0,175.8,74.94,82.0,67.33,35.2,63.28,164.1,50.27
247,658.67,744.0,93.8,100.0,175.8,70.37,82.0,68.81,35.2,56.22,164.1,52.82
248,661.33,746.67,93.8,100.0,82.0,70.14,175.8,66.51,164.1,54.25,70.3,49.82
249,664.0,749.33,93.8,100.0,82.0,70.74,175.8,63.46,164.1,53.99,70.3,53.45
250,666.67,752.0,93.8,100.0,82.0,70.28,175.8,61.17,58.6,56.92,70.3,56.4
251,669.33,754.67,93.8,100.0,82.0,68.24,58.6,62.07,175.8,59.41,70.3,58.61
252,672.0,757.33,93.8,100.0,58.6,66.52,82.0,64.12,70.3,60.07,175.8,58.13
253,674.67,760.0,93.8,100.0,58.6,70.34,70.3,60.76,82.0,58.45,175.8,57.44
254,677.33,762.67,93.8,100.0,58.6,73.63,70.3,60.78,175.8,57.42,105.5,57.35
255,680.0,765.33,93.8,100.0,58.6,76.12,70.3,60.52,105.5,58.91,175.8,58.3
256,682.67,768.0,93.8,100.0,58.6,77.71,175.8,60.13,70.3,59.91,105.5,59.76
257,685.33,770.67,93.8,100.0,58.6,78.37,187.5,64.64,175.8,62.83,105.5,59.67
258,688.0,773.33,93.8,100.0,58.6,77.85,187.5,74.14,175.8,66.82,105.5,59.35
259,690.67,776.0,93.8,100.0,187.5,84.91,58.6,76.17,175.8,72.76,152.3,62.04
260,693.33,778.67,93.8,100.0,187.5,97.11,175.8,81.06,58.6,73.22,152.3,66.5
261,696.0,781.33,187.5,100.0,93.8,90.55,175.8,83.07,152.3,64.99,58.6,61.84
262,698.67,784.0,187.5,100.0,175.8,84.1,93.8,80.44,140.6,63.7,152.3,62.68
263,701.33,786.67,187.5,100.0,175.8,85.55,93.8,71.91,140.6,66.53,152.3,61.24
264,704.0,789.33,187.5,100.0,175.8,86.98,140.6,68.58,93.8,64.86,152.3,60.42
265,706.67,792.0,187.5,100.0,175.8,88.05,140.6,69.8,152.3,59.98,93.8,58.95
266,709.33,794.67,187.5,100.0,175.8,88.0,140.6,70.53,152.3,59.1,35.2,57.1
267,712.0,797.33,187.5,100.0,175.8,86.99,140.6,71.05,35.2,63.46,152.3,57.5
268,714.67,800.0,187.5,100.0,175.8,85.42,140.6,71.46,35.2,69.4,46.9,56.61
269,717.33,802.67,187.5,100.0,175.8,83.42,35.2,74.65,140.6,71.6,46.9,63.08
270,720.0,805.33,187.5,100.0,175.8,81.26,35.2,79.15,140.6,71.47,46.9,70.4
271,722.67,808.0,187.5,100.0,35.2,83.07,175.8,79.09,46.9,78.1,140.6,70.89
272,725.33,810.67,187.5,100.0,35.2,86.53,46.9,85.87,175.8,77.2,140.6,69.81
273,728.0,813.33,187.5,100.0,46.9,93.37,35.2,89.57,175.8,75.63,140.6,68.24
274,730.67,816.0,46.9,100.0,187.5,99.58,35.2,91.66,175.8,74.0,58.6,70.02
