frame_idx,start_ms,end_ms,f1,p1,f2,p2,f3,p3,f4,p4,f5,p5
268,2858.67,2901.33,46.9,44.5,70.3,43.65,23.4,38.03,93.8,32.47,140.6,15.19
269,2869.33,2912.0,23.4,35.62,46.9,35.61,70.3,33.41,93.8,26.8,117.2,24.75
270,2880.0,2922.67,46.9,67.99,23.4,39.61,70.3,37.65,140.6,22.81,187.5,12.58
271,2890.67,2933.33,46.9,68.77,70.3,42.54,23.4,41.47,187.5,18.12,164.1,15.9
272,2901.33,2944.0,46.9,41.39,23.4,29.71,70.3,27.62,187.5,15.79,117.2,10.27
273,2912.0,2954.67,187.5,17.15,117.2,13.29,93.8,12.58,46.9,12.14,23.4,10.79
274,2922.67,2965.33,187.5,23.4,70.3,18.52,93.8,17.23,164.1,15.37,46.9,14.68
275,2933.33,2976.0,46.9,40.94,70.3,29.18,23.4,25.85,187.5,22.79,164.1,19.65
276,2944.0,2986.67,46.9,59.56,23.4,41.16,70.3,16.52,140.6,15.8,187.5,14.25
277,2954.67,2997.33,46.9,70.86,70.3,44.96,23.4,44.54,93.8,15.09,140.6,13.63
278,2965.33,3008.0,46.9,51.38,70.3,39.72,23.4,31.51,93.8,18.17,398.4,10.95
279,2976.0,3018.67,70.3,24.98,375.0,20.05,46.9,18.54,140.6,18.34,398.4,17.34
280,2986.67,3029.33,70.3,31.88,46.9,27.06,140.6,19.37,93.8,18.23,375.0,18.11
281,2997.33,3040.0,46.9,23.72,117.2,22.05,70.3,19.34,93.8,17.4,375.0,14.84
282,3008.0,3050.67,46.9,20.27,70.3,19.06,117.2,11.68,140.6,11.58,375.0,10.54
283,3018.67,3061.33,46.9,46.99,70.3,38.22,23.4,23.61,164.1,12.94,187.5,12.86
284,3029.33,3072.0,70.3,56.57,46.9,53.93,93.8,33.39,23.4,25.39,117.2,18.85
285,3040.0,3082.67,93.8,34.97,70.3,30.49,46.9,25.11,281.2,21.09,23.4,18.86
286,3050.67,3093.33,281.2,19.4,398.4,16.62,375.0,16.6,257.8,15.31,164.1,13.31
287,3061.33,3104.0,46.9,26.12,23.4,23.24,70.3,16.1,140.6,13.32,351.6,13.06
288,3072.0,3114.67,46.9,51.46,70.3,35.79,23.4,31.21,93.8,14.93,117.2,10.39
289,3082.67,3125.33,46.9,46.09,70.3,34.53,93.8,27.27,23.4,26.85,140.6,11.62
290,3093.33,3136.0,117.2,34.82,140.6,27.31,93.8,25.39,46.9,23.92,164.1,20.55
291,3104.0,3146.67,117.2,25.33,164.1,24.65,140.6,22.89,93.8,21.65,70.3,20.63
292,3114.67,3157.33,46.9,20.03,70.3,19.62,375.0,12.61,93.8,12.09,117.2,11.1
293,3125.33,3168.0,46.9,22.23,70.3,19.6,93.8,19.57,117.2,19.57,23.4,18.07
294,3136.0,3178.67,23.4,22.42,140.6,21.43,164.1,20.49,187.5,18.31,281.2,17.59
295,3146.67,3189.33,46.9,35.4,23.4,29.43,70.3,25.35,281.2,20.11,187.5,17.49
296,3157.33,3200.0,46.9,42.22,23.4,35.68,93.8,25.04,70.3,24.45,281.2,18.89
297,3168.0,3210.67,46.9,33.64,23.4,25.37,93.8,18.66,281.2,14.63,70.3,14.12
298,3178.67,3221.33,70.3,41.15,46.9,36.18,281.2,15.1,304.7,13.7,187.5,12.14
299,3189.33,3232.0,46.9,74.55,70.3,57.63,23.4,40.5,187.5,20.84,164.1,14.63
300,3200.0,3242.67,46.9,100.0,70.3,69.01,23.4,50.38,187.5,23.88,210.9,15.99
301,3210.67,3253.33,46.9,75.79,70.3,64.68,23.4,36.0,93.8,22.27,187.5,20.53
302,3221.33,3264.0,46.9,39.04,93.8,34.18,117.2,17.37,164.1,17.37,23.4,16.57
303,3232.0,3274.67,117.2,32.45,46.9,29.18,70.3,26.31,93.8,25.31,140.6,17.49
304,3242.67,3285.33,46.9,35.89,117.2,25.57,70.3,25.26,304.7,22.13,140.6,19.86
305,3253.33,3296.0,46.9,30.96,70.3,29.49,117.2,23.12,140.6,20.32,304.7,15.42
306,3264.0,3306.67,46.9,25.35,93.8,24.83,70.3,24.0,117.2,21.6,304.7,15.41
307,3274.67,3317.33,46.9,46.24,93.8,36.7,70.3,28.0,23.4,26.45,117.2,19.64
308,3285.33,3328.0,46.9,58.07,70.3,47.43,93.8,42.01,23.4,34.49,117.2,28.43
309,3296.0,3338.67,46.9,38.73,23.4,31.8,117.2,23.88,93.8,22.44,281.2,13.39
310,3306.67,3349.33,23.4,26.69,93.8,20.52,187.5,18.85,164.1,15.86,70.3,14.7
311,3317.33,3360.0,46.9,32.23,23.4,30.69,140.6,18.46,164.1,17.5,187.5,17.47
312,3328.0,3370.67,46.9,56.06,23.4,39.41,70.3,27.41,140.6,24.43,117.2,16.49
313,3338.67,3381.33,46.9,63.77,23.4,38.51,70.3,31.31,117.2,27.24,93.8,16.91
314,3349.33,3392.0,46.9,54.24,70.3,32.66,23.4,24.35,117.2,17.55,93.8,17.41
315,3360.0,3402.67,46.9,47.19,70.3,26.65,187.5,18.08,164.1,15.28,23.4,15.17
316,3370.67,3413.33,46.9,45.53,70.3,29.67,23.4,23.91,93.8,15.29,117.2,13.87
317,3381.33,3424.0,46.9,44.57,23.4,24.04,93.8,13.13,117.2,12.63,70.3,11.41
318,3392.0,3434.67,46.9,60.03,70.3,32.62,23.4,31.77,281.2,13.5,117.2,13.14
319,3402.67,3445.33,46.9,76.23,70.3,56.76,23.4,40.27,164.1,19.84,281.2,19.26
320,3413.33,3456.0,46.9,54.22,70.3,39.49,23.4,34.78,93.8,21.46,304.7,19.71
321,3424.0,3466.67,46.9,20.2,281.2,18.59,257.8,15.39,23.4,13.66,304.7,11.59
322,3434.67,3477.33,46.9,17.35,140.6,14.88,70.3,13.25,164.1,13.15,187.5,12.9
323,3445.33,3488.0,46.9,30.69,140.6,20.97,70.3,18.39,23.4,18.16,117.2,13.79
324,3456.0,3498.67,46.9,43.15,23.4,22.76,70.3,16.87,140.6,16.4,117.2,13.37
325,3466.67,3509.33,46.9,56.37,70.3,40.32,23.4,31.08,93.8,15.75,164.1,12.49
326,3477.33,3520.0,46.9,47.05,23.4,35.73,70.3,27.29,93.8,22.13,164.1,13.75
327,3488.0,3530.67,23.4,34.87,46.9,32.26,117.2,17.73,140.6,12.92,187.5,10.38
328,3498.67,3541.33,46.9,55.45,23.4,35.2,70.3,28.82,140.6,13.29,93.8,12.56
329,3509.33,3552.0,46.9,67.52,70.3,39.85,23.4,37.87,93.8,16.6,164.1,13.82
330,3520.0,3562.67,46.9,63.23,23.4,45.51,70.3,13.33,93.8,13.27,187.5,11.5
331,3530.67,3573.33,46.9,75.91,23.4,52.7,70.3,26.62,117.2,19.24,187.5,16.77
332,3541.33,3584.0,46.9,91.34,70.3,56.75,23.4,52.47,93.8,24.73,117.2,21.11
333,3552.0,3594.67,46.9,80.39,23.4,45.38,70.3,39.31,187.5,17.18,93.8,10.0
334,3562.67,3605.33,46.9,45.9,23.4,38.46,70.3,33.26,187.5,19.05,93.8,16.31
335,3573.33,3616.0,23.4,37.39,46.9,29.57,70.3,23.83,93.8,21.93,304.7,19.12
336,3584.0,3626.67,46.9,55.38,23.4,47.38,70.3,19.58,304.7,15.55,281.2,15.21
337,3594.67,3637.33,46.9,67.73,23.4,55.24,70.3,20.88,304.7,13.93,281.2,12.27
338,3605.33,3648.0,46.9,80.19,23.4,49.13,70.3,39.13,281.2,14.92,257.8,11.88
339,3616.0,3658.67,46.9,77.89,70.3,45.03,23.4,34.79,281.2,10.8,187.5,9.56
340,3626.67,3669.33,46.9,62.16,70.3,46.39,23.4,28.69,93.8,22.89,117.2,16.42
341,3637.33,3680.0,46.9,44.76,23.4,30.76,93.8,25.97,117.2,23.67,140.6,16.94
342,3648.0,3690.67,46.9,56.1,23.4,36.65,70.3,30.73,140.6,17.29,164.1,14.37
343,3658.67,3701.33,46.9,67.39,23.4,44.57,70.3,34.53,93.8,9.12,281.2,8.65
344,3669.33,3712.0,46.9,54.6,23.4,40.63,70.3,21.66,187.5,9.46,164.1,9.19
345,3680.0,3722.67,70.3,40.24,23.4,28.51,93.8,23.7,164.1,15.06,46.9,13.81
346,3690.67,3733.33,70.3,59.13,46.9,44.39,93.8,37.77,23.4,29.93,164.1,14.68
347,3701.33,3744.0,46.9,57.14,70.3,46.86,23.4,26.99,93.8,23.63,187.5,9.96
348,3712.0,3754.67,46.9,36.46,23.4,20.14,70.3,14.08,93.8,10.27,117.2,8.41
349,3722.67,3765.33,70.3,22.96,23.4,14.02,46.9,13.77,93.8,8.39,140.6,6.56
350,3733.33,3776.0,46.9,28.7,70.3,27.37,23.4,23.8,93.8,9.13,304.7,8.92
351,3744.0,3786.67,46.9,42.24,23.4,39.92,70.3,16.5,93.8,8.68,234.4,7.53
352,3754.67,3797.33,23.4,47.18,46.9,42.74,93.8,14.97,70.3,11.43,164.1,9.32
353,3765.33,3808.0,46.9,51.15,23.4,47.51,93.8,23.6,117.2,13.51,164.1,10.19
354,3776.0,3818.67,46.9,62.19,70.3,48.85,93.8,38.08,23.4,35.15,117.2,20.69
355,3786.67,3829.33,46.9,48.61,70.3,41.3,117.2,23.76,93.8,21.51,23.4,18.14
356,3797.33,3840.0,70.3,26.4,46.9,24.9,140.6,12.22,164.1,11.63,93.8,10.98
357,3808.0,3850.67,46.9,24.41,70.3,23.62,164.1,14.19,281.2,9.31,140.6,9.25
358,3818.67,3861.33,70.3,30.24,46.9,27.01,164.1,13.84,93.8,13.59,187.5,11.96
359,3829.33,3872.0,70.3,35.14,46.9,30.81,140.6,13.91,93.8,12.82,210.9,11.57
360,3840.0,3882.67,46.9,37.86,23.4,25.04,93.8,23.75,117.2,18.08,234.4,10.64
361,3850.67,3893.33,46.9,55.2,70.3,37.4,23.4,31.51,93.8,16.93,140.6,11.95
362,3861.33,3904.0,46.9,69.06,70.3,46.76,23.4,29.55,93.8,13.86,117.2,11.38
363,3872.0,3914.67,46.9,66.57,70.3,38.39,23.4,30.11,117.2,10.01,93.8,8.28
364,3882.67,3925.33,46.9,49.55,70.3,36.74,23.4,29.4,93.8,17.19,164.1,11.34
365,3893.33,3936.0,46.9,32.06,93.8,21.86,23.4,20.88,164.1,13.51,187.5,9.46
366,3904.0,3946.67,46.9,43.53,70.3,38.55,23.4,14.24,93.8,13.26,328.1,8.5
367,3914.67,3957.33,46.9,57.12,70.3,45.45,23.4,23.97,93.8,10.87,140.6,9.99
368,3925.33,3968.0,46.9,47.92,23.4,32.03,70.3,26.66,93.8,16.05,140.6,15.02
369,3936.0,3978.67,23.4,33.19,46.9,31.98,117.2,19.57,140.6,15.17,93.8,13.65
370,3946.67,3989.33,46.9,41.92,23.4,36.42,93.8,17.83,140.6,13.19,70.3,10.47
371,3957.33,4000.0,46.9,65.64,70.3,47.89,23.4,39.29,93.8,22.35,140.6,10.18
372,3968.0,4010.67,46.9,59.98,23.4,37.28,70.3,31.69,93.8,24.02,140.6,13.39
373,3978.67,4021.33,46.9,49.68,23.4,32.18,70.3,16.29,140.6,15.36,93.8,12.87
374,3989.33,4032.0,46.9,57.02,70.3,37.1,23.4,27.95,140.6,16.37,164.1,11.46
375,4000.0,4042.67,46.9,42.77,70.3,36.23,23.4,25.28,93.8,21.91,117.2,13.85
376,4010.67,4053.33,23.4,21.7,46.9,16.32,70.3,14.94,93.8,9.72,398.4,6.7
377,4021.33,4064.0,46.9,35.73,70.3,25.24,23.4,22.98,257.8,9.57,93.8,8.9
378,4032.0,4074.67,46.9,46.99,70.3,32.01,23.4,28.42,93.8,11.66,281.2,11.34
379,4042.67,4085.33,46.9,32.97,23.4,31.02,187.5,13.93,70.3,12.66,281.2,12.49
380,4053.33,4096.0,23.4,34.09,46.9,27.08,281.2,11.04,187.5,10.76,70.3,10.47
381,4064.0,4106.67,46.9,63.33,70.3,45.4,23.4,39.17,93.8,21.21,140.6,7.92
382,4074.67,4117.33,46.9,76.16,70.3,53.01,23.4,38.0,93.8,21.9,140.6,11.46
383,4085.33,4128.0,46.9,61.07,23.4,30.63,70.3,25.41,117.2,17.7,140.6,8.33
384,4096.0,4138.67,46.9,52.27,70.3,27.84,23.4,26.75,117.2,21.59,140.6,17.04
385,4106.67,4149.33,46.9,49.86,23.4,26.69,117.2,21.77,93.8,19.88,70.3,18.86
386,4117.33,4160.0,46.9,54.71,70.3,30.37,23.4,25.46,93.8,13.6,117.2,11.76
387,4128.0,4170.67,46.9,65.96,70.3,41.36,23.4,28.97,117.2,15.23,93.8,10.86
388,4138.67,4181.33,46.9,60.79,70.3,42.52,23.4,33.67,93.8,17.85,140.6,17.7
389,4149.33,4192.0,46.9,42.41,23.4,26.06,93.8,17.76,140.6,14.79,117.2,11.6
390,4160.0,4202.67,70.3,35.13,46.9,29.78,93.8,23.87,140.6,16.41,164.1,13.26
391,4170.67,4213.33,46.9,29.31,70.3,23.47,140.6,20.04,117.2,19.84,93.8,18.3
392,4181.33,4224.0,23.4,27.73,46.9,24.11,140.6,13.08,164.1,10.25,117.2,7.58
393,4192.0,4234.67,46.9,40.29,23.4,32.33,70.3,23.63,187.5,13.17,93.8,12.91
394,4202.67,4245.33,46.9,35.94,23.4,30.08,70.3,24.77,187.5,15.15,164.1,11.15
395,4213.33,4256.0,23.4,23.82,70.3,18.52,187.5,10.56,93.8,8.38,46.9,6.43
396,4224.0,4266.67,23.4,27.28,46.9,26.02,93.8,20.02,70.3,17.03,117.2,14.33
397,4234.67,4277.33,23.4,41.96,46.9,36.18,117.2,17.86,93.8,16.27,70.3,13.69
398,4245.33,4288.0,46.9,67.86,23.4,51.57,70.3,34.15,117.2,14.98,304.7,11.17
399,4256.0,4298.67,46.9,75.44,23.4,48.46,70.3,37.62,140.6,14.82,117.2,13.12
400,4266.67,4309.33,46.9,62.38,23.4,32.56,70.3,23.58,93.8,9.82,117.2,9.59
401,4277.33,4320.0,46.9,51.85,70.3,34.61,23.4,25.01,93.8,17.84,281.2,11.52
402,4288.0,4330.67,46.9,35.46,23.4,27.36,93.8,23.26,70.3,16.17,117.2,14.24
403,4298.67,4341.33,23.4,27.3,46.9,19.63,117.2,19.63,93.8,16.46,187.5,12.51
